commenter,responds_to,is_root_comment,post_id,created_utc,score
guille_ur,goncri,False,qedc3r,1635116404.0,1
guille_ur,mrs1986,False,qedc3r,1635122324.0,1
goncri,mrs1986,False,qedc3r,1635115026.0,1
guille_ur,martintcm,False,qedc3r,1635080138.0,2
Sea-Responsibility87,oxyc,False,qedc3r,1635090448.0,4
LeoBelmont037,juanipl,False,qedc3r,1635034625.0,1
Curious_Parsley,AspectWrong391,False,qedc3r,1635045449.0,4
pelouy,AspectWrong391,False,qedc3r,1635086835.0,2
Renmang,AspectWrong391,False,qedc3r,1635110808.0,1
Nachostti,UnHelmet,False,qedc3r,1635033517.0,5
UruGUY98,Kamika7e,False,qedc3r,1635113945.0,1
goncri,guille_ur,False,qedc3r,1635116475.0,1
mrs1986,guille_ur,False,qedc3r,1635123430.0,1
javigonay,guille_ur,False,qedc3r,1635087527.0,1
oxyc,Sea-Responsibility87,False,qedc3r,1635093901.0,1
gnza,LeoBelmont037,False,qedc3r,1635041173.0,4
AspectWrong391,pelouy,False,qedc3r,1635087907.0,1
AspectWrong391,Renmang,False,qedc3r,1635111422.0,1
Leandropo7,Nachostti,False,qedc3r,1635046942.0,4
guille_ur,goncri,False,qedc3r,1635117167.0,1
BestCoach9822,javigonay,False,qedc3r,1635116357.0,1
UruGUY98,oxyc,False,qedc3r,1635103510.0,2
mrs1986,guille_ur,False,qedc3r,1635121810.0,1
RouCitizen,RouCitizen,True,qedb77,1635023235.0,3
UruGUY98,RouCitizen,True,qedb77,1635041563.0,1
bot_canillita,RouCitizen,True,qedb77,1635022508.0,1
gmuslera,LucioFer95,True,qecfvn,1635026842.0,3
IsThisTheMemeKrab,LucioFer95,True,qecfvn,1635030034.0,2
uruguayan_boi,LucioFer95,True,qecfvn,1635094202.0,1
Lasrouy,gmuslera,False,qecfvn,1635035323.0,2
LucioFer95,uruguayan_boi,False,qecfvn,1635094733.0,1
ResearcherHawk446,ThatwasGibberish,True,qec60s,1635081232.0,5
Kristalino,ThatwasGibberish,True,qec60s,1635019399.0,1
FefiyoBread,ThatwasGibberish,True,qec60s,1635026482.0,1
CalamarinoDanzante,ResearcherHawk446,False,qec60s,1635091764.0,3
ThatwasGibberish,CalamarinoDanzante,False,qec60s,1635092095.0,4
ResearcherHawk446,CalamarinoDanzante,False,qec60s,1635094979.0,2
RobleViejo,Kristalino,False,qec60s,1635021806.0,3
CalamarinoDanzante,ThatwasGibberish,False,qec60s,1635092251.0,2
ResearcherHawk446,ThatwasGibberish,False,qec60s,1635095155.0,1
CalamarinoDanzante,ResearcherHawk446,False,qec60s,1635095049.0,1
Kristalino,RobleViejo,False,qec60s,1635022112.0,3
ResearcherHawk446,CalamarinoDanzante,False,qec60s,1635097055.0,1
Rain1984,maestruy,True,qea7b9,1635013128.0,34
darthypro,maestruy,True,qea7b9,1635015960.0,24
alotropico,maestruy,True,qea7b9,1635029660.0,16
Toxe_98,maestruy,True,qea7b9,1635014986.0,9
Sufficient-Big-8010,maestruy,True,qea7b9,1635014737.0,8
Nanolaska,maestruy,True,qea7b9,1635032061.0,6
francodsv,maestruy,True,qea7b9,1635019588.0,5
empleadoEstatal,maestruy,True,qea7b9,1635020001.0,16
MulatoMaranhense,maestruy,True,qea7b9,1635029619.0,5
Diabeanie33,maestruy,True,qea7b9,1635050666.0,4
segui_raspando,maestruy,True,qea7b9,1635071013.0,5
Nesamila,maestruy,True,qea7b9,1635014448.0,3
thebradpitt,maestruy,True,qea7b9,1635019555.0,2
schism_08,maestruy,True,qea7b9,1635023232.0,2
bruhboiZ,maestruy,True,qea7b9,1635082649.0,2
GeometryNacho,maestruy,True,qea7b9,1635043263.0,1
Mage_Ozz,Rain1984,False,qea7b9,1635015262.0,9
bruhboiZ,darthypro,False,qea7b9,1635082717.0,6
fullup72,Toxe_98,False,qea7b9,1635105219.0,1
bot_canillita,RouCitizen,True,qe9tr8,1635011698.0,1
bot_canillita,bot_canillita,False,qe9tr8,1635011719.0,1
Echesito11M,RouCitizen,True,qe9l4p,1635018644.0,11
bot_canillita,RouCitizen,True,qe9l4p,1635010927.0,3
markabrake,RouCitizen,True,qe9l4p,1635012692.0,3
Estebanm95,RouCitizen,True,qe9l4p,1635024553.0,3
PlayfulCurrency4,Echesito11M,False,qe9l4p,1635085543.0,3
eli_pumpkin,tmagcubzrj,True,qe9gik,1635011936.0,11
invalidusernaem,tmagcubzrj,True,qe9gik,1635012083.0,6
markabrake,tmagcubzrj,True,qe9gik,1635010981.0,6
m0l0t0v1234,tmagcubzrj,True,qe9gik,1635010989.0,5
frank_egd,tmagcubzrj,True,qe9gik,1635017716.0,4
RicardoURU,tmagcubzrj,True,qe9gik,1635012865.0,3
NSS-771,tmagcubzrj,True,qe9gik,1635023914.0,3
KZ234,tmagcubzrj,True,qe9gik,1635011129.0,5
gmuslera,tmagcubzrj,True,qe9gik,1635012711.0,2
leojg,tmagcubzrj,True,qe9gik,1635022546.0,-1
Pica-piedra,tmagcubzrj,True,qe9gik,1635021863.0,1
AspectWrong391,tmagcubzrj,True,qe9gik,1635029653.0,1
rusiita1990,tmagcubzrj,True,qe9gik,1635031417.0,1
Jero_TG,tmagcubzrj,True,qe9gik,1635041620.0,1
Gabbr_,tmagcubzrj,True,qe9gik,1635050547.0,1
Julie-1996,tmagcubzrj,True,qe9gik,1635088508.0,1
AdConsistent8993,tmagcubzrj,True,qe9gik,1635116342.0,1
oli_uy,tmagcubzrj,True,qe9gik,1635011382.0,0
MattKerplunk,eli_pumpkin,False,qe9gik,1635012435.0,9
MattKerplunk,KZ234,False,qe9gik,1635012378.0,-3
empleadoEstatal,KZ234,False,qe9gik,1635029062.0,1
eli_pumpkin,MattKerplunk,False,qe9gik,1635013472.0,8
KZ234,MattKerplunk,False,qe9gik,1635029963.0,4
Jero_TG,KZ234,False,qe9gik,1635041411.0,1
empleadoEstatal,MrKrKn,True,qe91e0,1635029144.0,5
totallyNotMyFault-,empleadoEstatal,False,qe91e0,1635033622.0,2
FefiyoBread,Juanru122,True,qe8zem,1635009522.0,3
Outrageous_Regret318,Juanru122,True,qe8zem,1635024206.0,3
CesarAndress,Juanru122,True,qe8zem,1635054974.0,1
Morningstardom,Outrageous_Regret318,False,qe8zem,1635035372.0,3
canofpesto,Morningstardom,False,qe8zem,1635088974.0,1
Dear_Ad_3860,markabrake,True,qe8i49,1635122196.0,1
Enamine,FacuDk,True,qe7gtt,1635007217.0,5
Bruu_,FacuDk,True,qe7gtt,1635018975.0,3
geniowe2002,FacuDk,True,qe7gtt,1635004784.0,2
gustavo-mnz,FacuDk,True,qe7gtt,1635033347.0,2
FacuDk,Enamine,False,qe7gtt,1635008004.0,1
FacuDk,geniowe2002,False,qe7gtt,1635005180.0,1
geniowe2002,FacuDk,False,qe7gtt,1635006329.0,1
Fixitformethankyou,Good_Development,True,qe76av,1635004175.0,10
151mp137471n,Good_Development,True,qe76av,1635013356.0,2
ResearcherHawk446,Fixitformethankyou,False,qe76av,1635007839.0,5
Good_Development,151mp137471n,False,qe76av,1635035979.0,3
Fixitformethankyou,ResearcherHawk446,False,qe76av,1635010674.0,-2
151mp137471n,Good_Development,False,qe76av,1635036142.0,2
guiblauser,Ok-Ad-1138,True,qe5x4x,1635010700.0,13
paule3,Ok-Ad-1138,True,qe5x4x,1635005234.0,9
Neri2410,Ok-Ad-1138,True,qe5x4x,1635036387.0,9
ivan6uy,Ok-Ad-1138,True,qe5x4x,1635030437.0,9
Pajarico,Ok-Ad-1138,True,qe5x4x,1635033834.0,6
UruGUY98,Ok-Ad-1138,True,qe5x4x,1635049018.0,4
AntiJotape,Ok-Ad-1138,True,qe5x4x,1635003431.0,8
Tazik004,Ok-Ad-1138,True,qe5x4x,1635008213.0,3
fedewazzup,Ok-Ad-1138,True,qe5x4x,1635000969.0,5
FX-32,Ok-Ad-1138,True,qe5x4x,1635020141.0,2
orasio,Ok-Ad-1138,True,qe5x4x,1635084777.0,1
Dear_Ad_3860,Ok-Ad-1138,True,qe5x4x,1635122509.0,1
Ok-Ad-1138,Neri2410,False,qe5x4x,1635073944.0,-1
Ok-Ad-1138,Pajarico,False,qe5x4x,1635073974.0,0
Ok-Ad-1138,UruGUY98,False,qe5x4x,1635073997.0,-2
Good_Development,AntiJotape,False,qe5x4x,1635005049.0,10
AspectWrong391,FX-32,False,qe5x4x,1635030429.0,1
juacom99,vinacho,True,qe5gzz,1635011776.0,8
diegoxuru,vinacho,True,qe5gzz,1635045092.0,3
tonterias,vinacho,True,qe5gzz,1635040998.0,4
bot_canillita,vinacho,True,qe5gzz,1634997899.0,2
151mp137471n,juacom99,False,qe5gzz,1635015449.0,5
Toxe_98,MrKrKn,True,qe5d68,1634998043.0,3
life_is_good_baby,MrKrKn,True,qe5d68,1635013239.0,1
Existing-Roll681,MrKrKn,True,qe5d68,1635077083.0,0
MrKrKn,Existing-Roll681,False,qe5d68,1635078542.0,-1
Existing-Roll681,MrKrKn,False,qe5d68,1635085410.0,0
MrKrKn,Existing-Roll681,False,qe5d68,1635085635.0,1
Existing-Roll681,MrKrKn,False,qe5d68,1635086394.0,1
MrKrKn,Existing-Roll681,False,qe5d68,1635086476.0,0
AltruisticVehicle,MrKrKn,True,qe4xm6,1635002232.0,46
elvelazco,MrKrKn,True,qe4xm6,1635080282.0,3
Sir_Chivo,MrKrKn,True,qe4xm6,1634997815.0,4
Joaco1478XD,MrKrKn,True,qe4xm6,1634999609.0,3
TotallyLostWanderer,MrKrKn,True,qe4xm6,1635003085.0,-3
Existing-Roll681,MrKrKn,True,qe4xm6,1635021419.0,1
uruhero,MrKrKn,True,qe4xm6,1635027756.0,0
Gafhito,Megumi_chef,True,qe38vf,1635005661.0,7
empleadoEstatal,Megumi_chef,True,qe38vf,1634998909.0,3
dude_in_the_mansuit,Megumi_chef,True,qe38vf,1635012350.0,4
CalamarinoDanzante,Megumi_chef,True,qe38vf,1635006063.0,3
ivan6uy,Megumi_chef,True,qe38vf,1635030793.0,3
william_mvd,Megumi_chef,True,qe38vf,1635020094.0,2
GFischerUY,Megumi_chef,True,qe38vf,1635020533.0,2
Megumi_chef,empleadoEstatal,False,qe38vf,1635019033.0,3
CalamarinoDanzante,dude_in_the_mansuit,False,qe38vf,1635019344.0,1
Megumi_chef,CalamarinoDanzante,False,qe38vf,1635019072.0,3
empleadoEstatal,Megumi_chef,False,qe38vf,1635019282.0,2
dude_in_the_mansuit,CalamarinoDanzante,False,qe38vf,1635022981.0,2
gustavo-mnz,urymasa1970,True,qe1v0x,1634997798.0,6
SVPPB,urymasa1970,True,qe1v0x,1634989456.0,7
bot_canillita,urymasa1970,True,qe1v0x,1634982597.0,2
Arewald,somobep202021,True,qdzi09,1634976536.0,7
crixos95,somobep202021,True,qdzi09,1634972944.0,11
LucaLBDP,somobep202021,True,qdzi09,1634970975.0,4
LeanNara,somobep202021,True,qdzi09,1635001107.0,3
rusiita1990,somobep202021,True,qdzi09,1635004119.0,1
vodkabza,somobep202021,True,qdzi09,1635030302.0,1
Spirited-Tonight6043,Arewald,False,qdzi09,1634977768.0,3
Gobeltik,crixos95,False,qdzi09,1635084155.0,1
Gobeltik,LeanNara,False,qdzi09,1635084196.0,1
Arewald,Spirited-Tonight6043,False,qdzi09,1634981477.0,3
Spirited-Tonight6043,Arewald,False,qdzi09,1634981898.0,4
Truncatauy,Delongee,True,qdxl7r,1634962801.0,2
mocheta,Delongee,True,qdxl7r,1634965394.0,2
FullIndignation,Delongee,True,qdxl7r,1634970347.0,2
ecluxr,Delongee,True,qdxl7r,1635005568.0,1
xSpekkio,Delongee,True,qdxl7r,1635001216.0,0
LordGrecoUy,anonymousfrogstar,True,qdwhu2,1634960099.0,28
ElJonJon86,anonymousfrogstar,True,qdwhu2,1634960962.0,18
Truncatauy,anonymousfrogstar,True,qdwhu2,1634960609.0,13
ELMALDITOTONY,anonymousfrogstar,True,qdwhu2,1634999228.0,9
Naiko32,anonymousfrogstar,True,qdwhu2,1634970273.0,5
RomanoFefo,anonymousfrogstar,True,qdwhu2,1634996844.0,5
Pica-piedra,anonymousfrogstar,True,qdwhu2,1634960596.0,4
apopeGUS1907,anonymousfrogstar,True,qdwhu2,1635004900.0,4
HorugeRuisoUy,anonymousfrogstar,True,qdwhu2,1635010522.0,4
IsmaBr,anonymousfrogstar,True,qdwhu2,1634987676.0,3
Aware_Lettuce684,anonymousfrogstar,True,qdwhu2,1634995566.0,3
fach-0-vision,anonymousfrogstar,True,qdwhu2,1635004514.0,3
tecfa96,anonymousfrogstar,True,qdwhu2,1635007404.0,3
geniowe2002,anonymousfrogstar,True,qdwhu2,1635000487.0,2
juanipl,anonymousfrogstar,True,qdwhu2,1634967193.0,3
butylkamoloka,anonymousfrogstar,True,qdwhu2,1634981251.0,3
tabareb,anonymousfrogstar,True,qdwhu2,1634961712.0,1
fedewazzup,anonymousfrogstar,True,qdwhu2,1634960578.0,-10
Outrageous_Regret318,anonymousfrogstar,True,qdwhu2,1635026473.0,1
leandrogoe,anonymousfrogstar,True,qdwhu2,1635112542.0,1
anonymousfrogstar,ElJonJon86,False,qdwhu2,1634964764.0,4
anonymousfrogstar,IsmaBr,False,qdwhu2,1635088852.0,1
Truncatauy,butylkamoloka,False,qdwhu2,1634993549.0,8
anonymousfrogstar,butylkamoloka,False,qdwhu2,1635089394.0,2
anonymousfrogstar,tabareb,False,qdwhu2,1634963595.0,-7
fedewazzup,fedewazzup,False,qdwhu2,1634961137.0,8
Outrageous_Regret318,Outrageous_Regret318,False,qdwhu2,1635026920.0,2
ElJonJon86,anonymousfrogstar,False,qdwhu2,1634974219.0,7
Truncatauy,anonymousfrogstar,False,qdwhu2,1634993729.0,3
IsmaBr,anonymousfrogstar,False,qdwhu2,1635093328.0,1
Aware_Lettuce684,Truncatauy,False,qdwhu2,1635013665.0,2
Truncatauy,fedewazzup,False,qdwhu2,1634961821.0,20
anonymousfrogstar,IsmaBr,False,qdwhu2,1635095681.0,1
fedewazzup,Truncatauy,False,qdwhu2,1634990210.0,1
IsmaBr,anonymousfrogstar,False,qdwhu2,1635099421.0,1
geniowe2002,fedewazzup,False,qdwhu2,1635000544.0,2
markabrake,funny-_man,True,qdv0f9,1634952872.0,7
Nervous-Eye-9652,funny-_man,True,qdv0f9,1634955644.0,6
ElGordoQuePrograma,funny-_man,True,qdv0f9,1634952843.0,3
empleadoEstatal,funny-_man,True,qdv0f9,1634953345.0,2
Mage_Ozz,funny-_man,True,qdv0f9,1634985902.0,2
girlwearsred,funny-_man,True,qdv0f9,1634998393.0,2
Pochikpo,funny-_man,True,qdv0f9,1634981826.0,2
Van_Puyvelde,funny-_man,True,qdv0f9,1634999367.0,1
tecfa96,funny-_man,True,qdv0f9,1635007544.0,1
funny-_man,markabrake,False,qdv0f9,1634953551.0,3
KingDiamondURU666,markabrake,False,qdv0f9,1634954953.0,1
zaiotrash,Pochikpo,False,qdv0f9,1634995861.0,1
ElMasApan,tecfa96,False,qdv0f9,1635011156.0,1
Nervous-Eye-9652,tecfa96,False,qdv0f9,1635013679.0,1
goldenfriedcake,funny-_man,False,qdv0f9,1634959986.0,4
markabrake,KingDiamondURU666,False,qdv0f9,1634955157.0,1
tecfa96,ElMasApan,False,qdv0f9,1635011528.0,1
tecfa96,Nervous-Eye-9652,False,qdv0f9,1635015502.0,1
Coloradodeomar,zeroVampp,True,qdudh1,1634953307.0,71
KingDiamondURU666,zeroVampp,True,qdudh1,1634952061.0,153
ElJonJon86,zeroVampp,True,qdudh1,1634962359.0,32
m0l0t0v1234,zeroVampp,True,qdudh1,1634951085.0,28
_denebola_,zeroVampp,True,qdudh1,1634957257.0,13
estoesboke99,zeroVampp,True,qdudh1,1634957707.0,10
ELMALDITOTONY,zeroVampp,True,qdudh1,1634999042.0,8
empleadoEstatal,zeroVampp,True,qdudh1,1634960830.0,21
151mp137471n,zeroVampp,True,qdudh1,1634955042.0,6
marconovino,zeroVampp,True,qdudh1,1634992043.0,5
NachoToNaiz,zeroVampp,True,qdudh1,1634951425.0,8
zeroVampp,zeroVampp,True,qdudh1,1634950344.0,8
leandrogoe,zeroVampp,True,qdudh1,1634954641.0,3
ElTioRata,zeroVampp,True,qdudh1,1634973186.0,3
Julie-1996,zeroVampp,True,qdudh1,1635011639.0,3
mystic-vibes,zeroVampp,True,qdudh1,1635019902.0,3
pasamontanias,zeroVampp,True,qdudh1,1635021946.0,3
yorugua91,zeroVampp,True,qdudh1,1635022303.0,3
RomanoFefo,zeroVampp,True,qdudh1,1634958413.0,9
UruGUY98,zeroVampp,True,qdudh1,1634955976.0,2
Toxe_98,zeroVampp,True,qdudh1,1634976219.0,2
martyr_92,zeroVampp,True,qdudh1,1634993854.0,2
martyr_92,zeroVampp,True,qdudh1,1634993947.0,2
mmortara,zeroVampp,True,qdudh1,1635006814.0,2
FallinginHorizon,zeroVampp,True,qdudh1,1634950598.0,4
Favio24,zeroVampp,True,qdudh1,1635009317.0,1
cazzodistronzo,zeroVampp,True,qdudh1,1635002854.0,0
LeanNara,zeroVampp,True,qdudh1,1635001732.0,1
MattKerplunk,zeroVampp,True,qdudh1,1635004272.0,1
BolitaCute,zeroVampp,True,qdudh1,1635015899.0,1
oskimac,zeroVampp,True,qdudh1,1635025211.0,1
ElLujoEsVulgaridad,KingDiamondURU666,False,qdudh1,1634952784.0,33
AdmiralKeg,KingDiamondURU666,False,qdudh1,1634996488.0,6
marconovino,KingDiamondURU666,False,qdudh1,1634992001.0,4
zeroVampp,ElJonJon86,False,qdudh1,1634962873.0,7
zeroVampp,m0l0t0v1234,False,qdudh1,1634954129.0,39
Sansa279,m0l0t0v1234,False,qdudh1,1635029677.0,1
zeroVampp,estoesboke99,False,qdudh1,1634958073.0,12
Jalothinner420,ELMALDITOTONY,False,qdudh1,1635008973.0,2
zeroVampp,empleadoEstatal,False,qdudh1,1634962815.0,14
zeroVampp,NachoToNaiz,False,qdudh1,1634954090.0,9
zeroVampp,leandrogoe,False,qdudh1,1634955190.0,9
zeroVampp,Julie-1996,False,qdudh1,1635012773.0,3
zeroVampp,mystic-vibes,False,qdudh1,1635020760.0,2
zeroVampp,pasamontanias,False,qdudh1,1635022231.0,3
zeroVampp,yorugua91,False,qdudh1,1635023848.0,4
empleadoEstatal,RomanoFefo,False,qdudh1,1634960849.0,6
BonesAO,RomanoFefo,False,qdudh1,1634980442.0,2
zeroVampp,UruGUY98,False,qdudh1,1634957291.0,6
mmpatass,Toxe_98,False,qdudh1,1634988474.0,2
zeroVampp,martyr_92,False,qdudh1,1634998003.0,3
zeroVampp,mmortara,False,qdudh1,1635007057.0,2
Juan_3222,FallinginHorizon,False,qdudh1,1634951175.0,7
zeroVampp,FallinginHorizon,False,qdudh1,1634954165.0,7
geniowe2002,FallinginHorizon,False,qdudh1,1634956617.0,2
zeroVampp,Favio24,False,qdudh1,1635012815.0,1
zeroVampp,cazzodistronzo,False,qdudh1,1635002996.0,3
zeroVampp,MattKerplunk,False,qdudh1,1635004780.0,2
fullup72,zeroVampp,False,qdudh1,1634961949.0,16
oskimac,zeroVampp,False,qdudh1,1635025125.0,1
leandrogoe,zeroVampp,False,qdudh1,1634956218.0,9
fullup72,zeroVampp,False,qdudh1,1634962232.0,5
yorugua91,zeroVampp,False,qdudh1,1635025841.0,2
Kaetanox,BonesAO,False,qdudh1,1634990955.0,4
Toxe_98,mmpatass,False,qdudh1,1634989432.0,1
martyr_92,zeroVampp,False,qdudh1,1635000136.0,1
Favio24,zeroVampp,False,qdudh1,1635014914.0,2
MattKerplunk,zeroVampp,False,qdudh1,1635008813.0,2
flying_horker,fullup72,False,qdudh1,1634964671.0,13
zeroVampp,yorugua91,False,qdudh1,1635025993.0,2
BonesAO,Kaetanox,False,qdudh1,1634991037.0,1
AdmiralKeg,flying_horker,False,qdudh1,1634996511.0,4
oliveruy23,wakavy,True,qdt22z,1634948038.0,6
LarriqueRulemanes,wakavy,True,qdt22z,1634947678.0,3
geniowe2002,wakavy,True,qdt22z,1634948055.0,3
relanito,wakavy,True,qdt22z,1634952541.0,2
LeanNara,wakavy,True,qdt22z,1635001789.0,2
KingDiamondURU666,wakavy,True,qdt22z,1634952101.0,2
gmuslera,wakavy,True,qdt22z,1634952729.0,1
william_mvd,wakavy,True,qdt22z,1634961709.0,0
Kaetanox,william_mvd,False,qdt22z,1634992489.0,2
empleadoEstatal,Kaetanox,False,qdt22z,1634999092.0,1
william_mvd,empleadoEstatal,False,qdt22z,1635000198.0,1
empleadoEstatal,william_mvd,False,qdt22z,1635001001.0,1
william_mvd,empleadoEstatal,False,qdt22z,1635001097.0,1
empleadoEstatal,william_mvd,False,qdt22z,1635001188.0,1
william_mvd,empleadoEstatal,False,qdt22z,1635003615.0,2
empleadoEstatal,william_mvd,False,qdt22z,1635023451.0,2
ElLujoEsVulgaridad,unbothered_boeh,True,qdrh0m,1634945450.0,30
insomniac332,unbothered_boeh,True,qdrh0m,1634943283.0,23
ClarissaBarbados,unbothered_boeh,True,qdrh0m,1634942512.0,22
averagelorplayer,unbothered_boeh,True,qdrh0m,1634944352.0,19
invalidusernaem,unbothered_boeh,True,qdrh0m,1634951502.0,9
Estebanm95,unbothered_boeh,True,qdrh0m,1634946883.0,8
AdConsistent8993,unbothered_boeh,True,qdrh0m,1634941042.0,7
Coloradodeomar,unbothered_boeh,True,qdrh0m,1634943281.0,9
terryheavy,unbothered_boeh,True,qdrh0m,1634983710.0,9
eli_pumpkin,unbothered_boeh,True,qdrh0m,1634944557.0,6
geniowe2002,unbothered_boeh,True,qdrh0m,1634943350.0,6
Neri2410,unbothered_boeh,True,qdrh0m,1634947701.0,6
kateinna,unbothered_boeh,True,qdrh0m,1634955466.0,5
juanipl,unbothered_boeh,True,qdrh0m,1634948403.0,3
m0l0t0v1234,unbothered_boeh,True,qdrh0m,1634950587.0,3
empleadoEstatal,unbothered_boeh,True,qdrh0m,1634945010.0,2
alo141,unbothered_boeh,True,qdrh0m,1634963357.0,2
fullup72,unbothered_boeh,True,qdrh0m,1634964052.0,2
AdmiralKeg,unbothered_boeh,True,qdrh0m,1634993712.0,2
fach-0-vision,unbothered_boeh,True,qdrh0m,1634957851.0,3
AspectWrong391,unbothered_boeh,True,qdrh0m,1634949736.0,-1
ronkonkokokita,unbothered_boeh,True,qdrh0m,1634966767.0,1
mmpatass,unbothered_boeh,True,qdrh0m,1635004444.0,1
ELMALDITOTONY,ElLujoEsVulgaridad,False,qdrh0m,1634948466.0,19
tonterias,ElLujoEsVulgaridad,False,qdrh0m,1635041586.0,1
maicolc05,insomniac332,False,qdrh0m,1634944912.0,17
maicolc05,ClarissaBarbados,False,qdrh0m,1634944874.0,15
m0l0t0v1234,ClarissaBarbados,False,qdrh0m,1634950831.0,4
unbothered_boeh,averagelorplayer,False,qdrh0m,1634944451.0,4
M4ldarc,averagelorplayer,False,qdrh0m,1634949467.0,3
fach-0-vision,invalidusernaem,False,qdrh0m,1634959278.0,6
CalamarinoDanzante,Estebanm95,False,qdrh0m,1635007906.0,1
empleadoEstatal,AdConsistent8993,False,qdrh0m,1634945171.0,4
unbothered_boeh,Neri2410,False,qdrh0m,1634947814.0,3
unbothered_boeh,kateinna,False,qdrh0m,1634955808.0,5
fach-0-vision,AspectWrong391,False,qdrh0m,1634959079.0,3
Sr_Martinoso,AspectWrong391,False,qdrh0m,1634958286.0,0
ElLujoEsVulgaridad,ELMALDITOTONY,False,qdrh0m,1634954125.0,27
pelouy,ELMALDITOTONY,False,qdrh0m,1634953112.0,22
ElLujoEsVulgaridad,tonterias,False,qdrh0m,1635050710.0,1
fach-0-vision,m0l0t0v1234,False,qdrh0m,1634958855.0,2
Estebanm95,CalamarinoDanzante,False,qdrh0m,1635009379.0,5
ELMALDITOTONY,ElLujoEsVulgaridad,False,qdrh0m,1634998888.0,13
CalamarinoDanzante,Estebanm95,False,qdrh0m,1635009968.0,2
bot_canillita,urymasa1970,True,qdr6xj,1634939576.0,1
ELMALDITOTONY,urymasa1970,True,qdr6xj,1635003456.0,1
goncri,urymasa1970,True,qdr6xj,1635021907.0,1
Made_In_Korea,goncri,False,qdr6xj,1635029191.0,1
Estebanm95,stayreasoning,True,qdpsin,1634939736.0,16
No-Direction3939,stayreasoning,True,qdpsin,1634938090.0,14
CarpincherU,stayreasoning,True,qdpsin,1634938035.0,10
capuy,stayreasoning,True,qdpsin,1634939787.0,5
PlayfulCurrency4,stayreasoning,True,qdpsin,1634951192.0,6
Ya_boy_Max,stayreasoning,True,qdpsin,1634948856.0,11
AntiJotape,stayreasoning,True,qdpsin,1634941630.0,4
ChicoNarnia,stayreasoning,True,qdpsin,1634950937.0,4
elvelazco,stayreasoning,True,qdpsin,1634994905.0,4
Crashgold20,stayreasoning,True,qdpsin,1634993582.0,3
Lucho358,stayreasoning,True,qdpsin,1634939449.0,2
Pepfrog97,stayreasoning,True,qdpsin,1634949439.0,2
elvelazco,stayreasoning,True,qdpsin,1634994982.0,2
Chancholitro,stayreasoning,True,qdpsin,1635014880.0,2
melero99,stayreasoning,True,qdpsin,1635021123.0,2
Freeman43212925,stayreasoning,True,qdpsin,1635025857.0,2
No-Direction3939,CarpincherU,False,qdpsin,1634938179.0,18
stayreasoning,Ya_boy_Max,False,qdpsin,1634949115.0,2
stayreasoning,AntiJotape,False,qdpsin,1634948348.0,1
stayreasoning,Pepfrog97,False,qdpsin,1634961570.0,2
stayreasoning,Chancholitro,False,qdpsin,1635039395.0,2
estoxzeroo,No-Direction3939,False,qdpsin,1634942342.0,3
moy--,etesz,True,qdom9d,1634943363.0,2
lito1515,etesz,True,qdom9d,1634948086.0,1
geniowe2002,etesz,True,qdom9d,1634934923.0,0
etesz,geniowe2002,False,qdom9d,1634935547.0,0
foothills_guide,LarriqueRulemanes,True,qdo1vw,1634932999.0,4
tonterias,LarriqueRulemanes,True,qdo1vw,1634933553.0,11
bot_canillita,LarriqueRulemanes,True,qdo1vw,1634930128.0,1
bot_canillita,bot_canillita,False,qdo1vw,1634930129.0,1
ShepardUY2200,ThatwasGibberish,True,qdm0zn,1634927377.0,61
Morningstardom,ThatwasGibberish,True,qdm0zn,1634928450.0,16
dpx92,ThatwasGibberish,True,qdm0zn,1634924738.0,15
Gobeltik,ThatwasGibberish,True,qdm0zn,1634926849.0,25
terryheavy,ThatwasGibberish,True,qdm0zn,1634941254.0,5
empleadoEstatal,ThatwasGibberish,True,qdm0zn,1634945518.0,5
uliseswfer,ThatwasGibberish,True,qdm0zn,1634941547.0,4
Marce1714,ThatwasGibberish,True,qdm0zn,1634993582.0,3
marconovino,ThatwasGibberish,True,qdm0zn,1634924495.0,7
Lucas-P,ThatwasGibberish,True,qdm0zn,1634925408.0,4
potencia2001,ThatwasGibberish,True,qdm0zn,1634958053.0,0
Dear_Ad_3860,ThatwasGibberish,True,qdm0zn,1635122708.0,1
Gobeltik,Gobeltik,False,qdm0zn,1634926890.0,36
geniowe2002,Gobeltik,False,qdm0zn,1634943468.0,4
ThatwasGibberish,Gobeltik,False,qdm0zn,1634935339.0,-3
invalidusernaem,Gobeltik,False,qdm0zn,1634950953.0,1
elmange,empleadoEstatal,False,qdm0zn,1635000397.0,3
Akamaramas,Lucas-P,False,qdm0zn,1634928318.0,11
guiblauser,Lucas-P,False,qdm0zn,1634930688.0,5
Thesencillitas,potencia2001,False,qdm0zn,1634968064.0,3
empleadoEstatal,elmange,False,qdm0zn,1635023496.0,2
Morningstardom,Akamaramas,False,qdm0zn,1634928395.0,14
Lucas-P,Akamaramas,False,qdm0zn,1634930424.0,3
potencia2001,Thesencillitas,False,qdm0zn,1634986103.0,0
canofpesto,Lucas-P,False,qdm0zn,1634987187.0,1
Material-Upstairs-84,potencia2001,False,qdm0zn,1634991292.0,4
Thesencillitas,potencia2001,False,qdm0zn,1635000826.0,2
